Order,Family,Genus,species,binom,Sexual.System,Karyotype,female2N,male2N,haploid.num,chromosome
Hymenoptera,Braconidae,Meteorus,versicolor,Meteorus versicolor,,,16,8,8,mono
Hymenoptera,Braconidae,Meteorus,gyrator,Meteorus gyrator,,,20,10,10,mono
Hymenoptera,Braconidae,Meteorus,pallipes,Meteorus pallipes,,,20,10,10,mono
Hymenoptera,Braconidae,Mirax,sp.1,Mirax sp.1,,,20,10,10,mono
Hymenoptera,Braconidae,Phaenocarpa,persimilis,Phaenocarpa persimilis,,,34,17,17,mono
Hymenoptera,Braconidae,Praon,abjectum,Praon abjectum,,,8,4,4,mono
Hymenoptera,Braconidae,Rhysipolis,decorator,Rhysipolis decorator,,,12,6,6,mono
Hymenoptera,Cephidae,Calameuta,filiformis,Calameuta filiformis,,,40,20,20,mono
Hymenoptera,Cephidae,Cephus,cinctus ,Cephus cinctus ,,,18,9,9,mono
Hymenoptera,Cephidae,Janus,integer,Janus integer,,,48,24,24,mono
Hymenoptera,Chalcididae,Brachymeria,intermedia,Brachymeria intermedia,,,6,3,3,mono
Hymenoptera,Chalcididae,Brachymeria,lasus,Brachymeria lasus,,,10,5,5,mono
Hymenoptera,Chalcididae,Brachymeria,ovata,Brachymeria ovata,,,10,5,5,mono
Hymenoptera,Chalcididae,Dirhinus,himalayanus,Dirhinus himalayanus,,,10,5,5,mono
Hymenoptera,Chrysididae,Omalus,djozanus hondonis,Omalus djozanus hondonis,,,38,19,19,mono
Hymenoptera,Cimbicidae,Abia,candens,Abia candens,,,32,16,16,mono
Hymenoptera,Cimbicidae,Cimbex,femorata,Cimbex femorata,,,16,8,8,mono
Hymenoptera,Cimbicidae,Trichiosoma,lucorum ,Trichiosoma lucorum ,,,16,8,8,mono
Hymenoptera,Colletidae,Hylaeus,nippon,Hylaeus nippon,,,16,8,8,mono
Hymenoptera,Colletidae,Hylaeus,transversali,Hylaeus transversali,,,16,8,8,mono
Hymenoptera,Colletidae,Hylaeus,ellipticus,Hylaeus ellipticus,,,22,11,11,mono
Hymenoptera,Colletidae,Hylaeus,stevensi ,Hylaeus stevensi ,,,28,14,14,mono
Hymenoptera,Colletidae,Hylaeus,sp.1,Hylaeus sp.1,,,36,18,18,mono
Hymenoptera,Colletidae,Hylaeus,sp.2,Hylaeus sp.2,,,56,28,28,mono
Hymenoptera,Cynipidae,Andricus,curvator,Andricus curvator,,,20,10,10,mono
Hymenoptera,Cynipidae,Andricus,fecundator,Andricus fecundator,,,20,10,10,mono
Hymenoptera,Cynipidae,Andricus,kollari,Andricus kollari,,,20,10,10,mono
Hymenoptera,Cynipidae,Andricus,quercuscalicis,Andricus quercuscalicis,,,20,10,10,mono
Hymenoptera,Cynipidae,Aulacidea,hieracii,Aulacidea hieracii,,,20,10,10,mono
Hymenoptera,Cynipidae,Biorrhiza,pallida,Biorrhiza pallida,,,20,10,10,mono
Hymenoptera,Cynipidae,Cynips,divisa,Cynips divisa,,,20,10,10,mono
Hymenoptera,Cynipidae,Cynips,erinacea,Cynips erinacea,,,24,12,12,mono
Hymenoptera,Cynipidae,Diastrophus,nebulosus,Diastrophus nebulosus,,,20,10,10,mono
Hymenoptera,Cynipidae,Diplolepis,elganteria,Diplolepis elganteria,,,18,9,9,mono
Hymenoptera,Cynipidae,Diplolepis,nervosum,Diplolepis nervosum,,,18,9,9,mono
Hymenoptera,Cynipidae,Diplolepis,spinosissimae,Diplolepis spinosissimae,,,18,9,9,mono
Hymenoptera,Cynipidae,Diplolepis,rosae,Diplolepis rosae,,,22,11,11,mono
Hymenoptera,Cynipidae,Dryocosmus,kuriphilus,Dryocosmus kuriphilus,,,20,10,10,mono
Hymenoptera,Cynipidae,Neuroterus,laeviusculus,Neuroterus laeviusculus,,,20,10,10,mono
Hymenoptera,Cynipidae,Neuroterus,numismalis,Neuroterus numismalis,,,20,10,10,mono
Hymenoptera,Cynipidae,Neuroterus,quescusbaccarum,Neuroterus quescusbaccarum,,,20,10,10,mono
Hymenoptera,Cynipidae,Trigonaspis,megaptera,Trigonaspis megaptera,,,20,10,10,mono
Hymenoptera,Cynipidae,Xestophanes,potentillae,Xestophanes potentillae,,,20,10,10,mono
Hymenoptera,Diapriidae,Belyta,depressa,Belyta depressa,,,16,8,8,mono
Hymenoptera,Diapriidae,Cinetus,lanceolatus,Cinetus lanceolatus,,,20,10,10,mono
Hymenoptera,Diprionidae,Diprion,pini ,Diprion pini ,,,22,11,11,mono
Hymenoptera,Diprionidae,Diprion,similis,Diprion similis,,,22,11,11,mono
Hymenoptera,Diprionidae,Diprion,nipponicus,Diprion nipponicus,,,28,14,14,mono
Hymenoptera,Diprionidae,Gilpinia,polytoma,Gilpinia polytoma,,,12,6,6,mono
Hymenoptera,Diprionidae,Gilpinia,abieticola ,Gilpinia abieticola ,,,14,7,7,mono
Hymenoptera,Diprionidae,Gilpinia,frutetorum ,Gilpinia frutetorum ,,,14,7,7,mono
Hymenoptera,Diprionidae,Gilpinia,hercyniae,Gilpinia hercyniae,,,14,7,7,mono
Hymenoptera,Diprionidae,Gilpinia,pallida,Gilpinia pallida,,,14,7,7,mono
Hymenoptera,Diprionidae,Macrodiprion,nemoralis ,Macrodiprion nemoralis ,,,14,7,7,mono
Hymenoptera,Diprionidae,Monoctenus,suffusus,Monoctenus suffusus,,,14,7,7,mono
Hymenoptera,Diprionidae,Monoctenus,nipponicus,Monoctenus nipponicus,,,30,15,15,mono
Hymenoptera,Diprionidae,Neodiprion, nanulus ,Neodiprion  nanulus ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion, sertifer ,Neodiprion  sertifer ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,compar,Neodiprion compar,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,dubiosus ,Neodiprion dubiosus ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,lecontei,Neodiprion lecontei,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,maurus,Neodiprion maurus,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,nigroscutum ,Neodiprion nigroscutum ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,pinetum ,Neodiprion pinetum ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,pratti banksianae ,Neodiprion pratti banksianae ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,sp.1,Neodiprion sp.1,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,taedae taedae ,Neodiprion taedae taedae ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,tsugae ,Neodiprion tsugae ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,virginiana ,Neodiprion virginiana ,,,14,7,7,mono
Hymenoptera,Diprionidae,Neodiprion,abietis,Neodiprion abietis,,,16,8,8,mono
Hymenoptera,Diprionidae,Neodiprion,sp.2,Neodiprion sp.2,,,16,8,8,mono
Hymenoptera,Diprionidae,Neodiprion,swainei ,Neodiprion swainei ,,,16,8,8,mono
Hymenoptera,Encryrtidae,Ageniaspis,fuscicollis,Ageniaspis fuscicollis,,,20,10,10,mono
Hymenoptera,Encryrtidae,Apoanagyrus,lopezi,Apoanagyrus lopezi,,,20,10,10,mono
Hymenoptera,Encryrtidae,Copidosoma,floridanum,Copidosoma floridanum,,,20,10,10,mono
Hymenoptera,Encryrtidae,Copidosoma,truncatellum,Copidosoma truncatellum,,,20,10,10,mono
Hymenoptera,Encryrtidae,Copidosoma,gelechiae,Copidosoma gelechiae,,,22,11,11,mono
Hymenoptera,Encryrtidae,Copidosoma,buyssoni,Copidosoma buyssoni,,,24,12,12,mono
Hymenoptera,Eucoilidae,Pseudeucoila,bochei,Pseudeucoila bochei,,,20,10,10,mono
Hymenoptera,Eulophidae,Cirrospillls,dialllus,Cirrospillls dialllus,,,12,6,6,mono
Hymenoptera,Eulophidae,Colpodypells,florus,Colpodypells florus,,,12,6,6,mono
Hymenoptera,Eulophidae,Melittobia,chalybii,Melittobia chalybii,,,10,5,5,mono
Hymenoptera,Eulophidae,Tetrastichus,gigas,Tetrastichus gigas,,,12,6,6,mono
Hymenoptera,Eulophidae,Tetrastichus,megachilidis,Tetrastichus megachilidis,,,12,6,6,mono
Hymenoptera,Eumenidae,Ancistrocerus,adiabatus cytainus,Ancistrocerus adiabatus cytainus,,,12,6,6,mono
Hymenoptera,Eumenidae,Ancistrocerus,densepilloserus,Ancistrocerus densepilloserus,,,12,6,6,mono
Hymenoptera,Eumenidae,Ancistrocerus,spilogaster,Ancistrocerus spilogaster,,,12,6,6,mono
Hymenoptera,Eumenidae,Ancistrocerus,simulator,Ancistrocerus simulator,,,14,7,7,mono
Hymenoptera,Eumenidae,Ancistrocerus,tuberculiceps sutterianus ,Ancistrocerus tuberculiceps sutterianus ,,,20,10,10,mono
Hymenoptera,Eumenidae,Discoelius,japonicus,Discoelius japonicus,,,24,12,12,mono
Hymenoptera,Eumenidae,Euodynerus,quadrifasciatus,Euodynerus quadrifasciatus,,,10,5,5,mono
Hymenoptera,Eumenidae,Euodynerus,foraminatus scutellaris ,Euodynerus foraminatus scutellaris ,,,16,8,8,mono
Hymenoptera,Eumenidae,Stenodynerus,frauenfeldi,Stenodynerus frauenfeldi,,,20,10,10,mono
Hymenoptera,Eupelmidae,Anastatus,catalonicus,Anastatus catalonicus,,,10,5,5,mono
Hymenoptera,Eupelmidae,Macroneura,vesicularis,Macroneura vesicularis,,,10,5,5,mono
Hymenoptera,Eurytomidae,Eudecatoma,biguttata,Eudecatoma biguttata,,,18,9,9,mono
Hymenoptera,Eurytomidae,Eurytoma,californica,Eurytoma californica,,,20,10,10,mono
Hymenoptera,Formicidae,Acanthomyrmex,sp.2,Acanthomyrmex sp.2,,,22,11,11,mono
Hymenoptera,Formicidae,Acanthomyrmex,sp.3,Acanthomyrmex sp.3,,,22,11,11,mono
Hymenoptera,Formicidae,Acanthomyrmex,sp.4,Acanthomyrmex sp.4,,,22,11,11,mono
Hymenoptera,Formicidae,Acanthomyrmex,sp.1,Acanthomyrmex sp.1,,,24,12,12,mono
Hymenoptera,Formicidae,Acromyrmex,echinatior,Acromyrmex echinatior,,,36,18,18,mono
Hymenoptera,Formicidae,Acromyrmex,ambiguus,Acromyrmex ambiguus,,,38,19,19,mono
Hymenoptera,Formicidae,Acromyrmex,crassipinus,Acromyrmex crassipinus,,,38,19,19,mono
Hymenoptera,Formicidae,Acromyrmex,heyeri,Acromyrmex heyeri,,,38,19,19,mono
Hymenoptera,Formicidae,Acromyrmex,hispidus,Acromyrmex hispidus,,,38,19,19,mono
Hymenoptera,Formicidae,Acromyrmex,subterraneus,Acromyrmex subterraneus,,,38,19,19,mono
Hymenoptera,Formicidae,Acropyga,acutiventris,Acropyga acutiventris,,,30,15,15,mono
Hymenoptera,Formicidae,Acropyga,sp.2,Acropyga sp.2,,,30,15,15,mono
Hymenoptera,Formicidae,Acropyga,sp.1,Acropyga sp.1,,,32,16,16,mono
Hymenoptera,Formicidae,Aenictus,laeviceps,Aenictus laeviceps,,,22,11,11,mono
Hymenoptera,Formicidae,Aenictus,brevicornis,Aenictus brevicornis,,,24,12,12,mono
Hymenoptera,Formicidae,Aenictus,sp.1,Aenictus sp.1,,,30,15,15,mono
Hymenoptera,Formicidae,Amblyopone,reclinata,Amblyopone reclinata,,,38,19,19,mono
Hymenoptera,Formicidae,Amblyopone,fortis,Amblyopone fortis,,,44,22,22,mono
Hymenoptera,Formicidae,Amblyopone,australis,Amblyopone australis,,,48,24,24,mono
Hymenoptera,Formicidae,Anochetus,sp.1,Anochetus sp.1,,,24,12,12,mono
Hymenoptera,Formicidae,Anochetus,madaraszi,Anochetus madaraszi,,,28,14,14,mono
Hymenoptera,Formicidae,Anochetus,altisquamis,Anochetus altisquamis,,,30,15,15,mono
Hymenoptera,Formicidae,Anochetus,graeffei,Anochetus graeffei,,,30,15,15,mono
Hymenoptera,Formicidae,Anochetus,modicus,Anochetus modicus,,,30,15,15,mono
Hymenoptera,Formicidae,Anochetus,sp.3,Anochetus sp.3,,,30,15,15,mono
Hymenoptera,Formicidae,Anochetus,sp.4,Anochetus sp.4,,,30,15,15,mono
Hymenoptera,Formicidae,Anochetus,yerburyi,Anochetus yerburyi,,,30,15,15,mono
Hymenoptera,Formicidae,Anochetus,sp.5,Anochetus sp.5,,,34,17,17,mono
Hymenoptera,Formicidae,Anochetus,sp.6,Anochetus sp.6,,,34,17,17,mono
Hymenoptera,Formicidae,Anochetus,graeffei.2,Anochetus graeffei.2,,,38,19,19,mono
Hymenoptera,Formicidae,Anochetus,sp.2,Anochetus sp.2,,,38,19,19,mono
Hymenoptera,Formicidae,Anochetus,horridus,Anochetus horridus,,,46,23,23,mono
Hymenoptera,Formicidae,Anonychomyrma,itinerans,Anonychomyrma itinerans,,,16,8,8,mono
Hymenoptera,Formicidae,Anonychomyrma,sp.1,Anonychomyrma sp.1,,,16,8,8,mono
Hymenoptera,Formicidae,Anoplolepis,gracilipes,Anoplolepis gracilipes,,,34,17,17,mono
Hymenoptera,Formicidae,Aphaenogaster,subterranea,Aphaenogaster subterranea,,,22,11,11,mono
Hymenoptera,Formicidae,Aphaenogaster,smythiesi,Aphaenogaster smythiesi,,,28,14,14,mono
Hymenoptera,Formicidae,Aphaenogaster,beccarii,Aphaenogaster beccarii,,,30,15,15,mono
Hymenoptera,Formicidae,Aphaenogaster,sp.1,Aphaenogaster sp.1,,,30,15,15,mono
Hymenoptera,Formicidae,Aphaenogaster,gibbosa,Aphaenogaster gibbosa,,,32,16,16,mono
Hymenoptera,Formicidae,Aphaenogaster,osimensis,Aphaenogaster osimensis,,,32,16,16,mono
Hymenoptera,Formicidae,Aphaenogaster,senilis ,Aphaenogaster senilis ,,,32,16,16,mono
Hymenoptera,Formicidae,Aphaenogaster,depilis,Aphaenogaster depilis,,,34,17,17,mono
Hymenoptera,Formicidae,Aphaenogaster,famelica,Aphaenogaster famelica,,,34,17,17,mono
Hymenoptera,Formicidae,Aphaenogaster,iberica,Aphaenogaster iberica,,,34,17,17,mono
Hymenoptera,Formicidae,Aphaenogaster,sardoa,Aphaenogaster sardoa,,,34,17,17,mono
Hymenoptera,Formicidae,Aphaenogaster,testaceopilosa ,Aphaenogaster testaceopilosa ,,,34,17,17,mono
Hymenoptera,Formicidae,Aphaenogaster,tipuna,Aphaenogaster tipuna,,,34,17,17,mono
Hymenoptera,Formicidae,Aphaenogaster,fulva,Aphaenogaster fulva,,,36,18,18,mono
Hymenoptera,Formicidae,Aphaenogaster,miamiana,Aphaenogaster miamiana,,,36,18,18,mono
Hymenoptera,Formicidae,Aphaenogaster,lamellidens,Aphaenogaster lamellidens,,,38,19,19,mono
Hymenoptera,Formicidae,Aphaenogaster,rudis ,Aphaenogaster rudis ,,,40,20,20,mono
Hymenoptera,Formicidae,Aphaenogaster,treatae,Aphaenogaster treatae,,,42,21,21,mono
Hymenoptera,Formicidae,Aphaenogaster,beccarii.2,Aphaenogaster beccarii.2,,,46,23,23,mono
Hymenoptera,Formicidae,Aphaenogaster,longiceps,Aphaenogaster longiceps,,,46,23,23,mono
Hymenoptera,Formicidae,Apterostigma,sp.1,Apterostigma sp.1,,,20,10,10,mono
Hymenoptera,Formicidae,Apterostigma,mayri,Apterostigma mayri,,,24,12,12,mono
Hymenoptera,Formicidae,Apterostigma,sp.2,Apterostigma sp.2,,,24,12,12,mono
Hymenoptera,Formicidae,Apterostigma,sp.3,Apterostigma sp.3,,,32,16,16,mono
Hymenoptera,Formicidae,Atta,bisphaerica,Atta bisphaerica,,,22,11,11,mono
Hymenoptera,Formicidae,Atta,columbica,Atta columbica,,,22,11,11,mono
Hymenoptera,Formicidae,Atta,laevigata,Atta laevigata,,,22,11,11,mono
Hymenoptera,Formicidae,Atta,sexdens,Atta sexdens,,,22,11,11,mono
Hymenoptera,Formicidae,Atta,cephalotes,Atta cephalotes,,,44,22,22,mono
Hymenoptera,Formicidae,Bothriomyrmex,gibbus,Bothriomyrmex gibbus,,,22,11,11,mono
Hymenoptera,Formicidae,Bothriomyrmex,pusillus,Bothriomyrmex pusillus,,,22,11,11,mono
Hymenoptera,Formicidae,Bothriomyrmex,sp.1,Bothriomyrmex sp.1,,,22,11,11,mono
Hymenoptera,Formicidae,Brachymyrmex,sp.1,Brachymyrmex sp.1,,,18,9,9,mono
Hymenoptera,Formicidae,Calomyrmex,"sp, ANIC-1","Calomyrmex sp, ANIC-1",,,28,14,14,mono
Hymenoptera,Formicidae,Camponotus,(Myrmanblys) sp1,Camponotus (Myrmanblys) sp1,,,18,9,9,mono
Hymenoptera,Formicidae,Camponotus,sp.1,Camponotus sp.1,,,18,9,9,mono
Hymenoptera,Formicidae,Camponotus,vitiosus,Camponotus vitiosus,,,18,9,9,mono
Hymenoptera,Formicidae,Camponotus,crassus,Camponotus crassus,,,20,10,10,mono
Hymenoptera,Formicidae,Camponotus,dolendus,Camponotus dolendus,,,20,10,10,mono
Hymenoptera,Formicidae,Camponotus,mitis,Camponotus mitis,,,20,10,10,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-13","Camponotus sp, ANIC-13",,,20,10,10,mono
Hymenoptera,Formicidae,Camponotus,sp. variegatus complex,Camponotus sp. variegatus complex,,,20,10,10,mono
Hymenoptera,Formicidae,Camponotus,Taylori,Camponotus Taylori,,,24,12,12,mono
Hymenoptera,Formicidae,Camponotus,japonicus,Camponotus japonicus,,,26,13,13,mono
Hymenoptera,Formicidae,Camponotus,mus,Camponotus mus,,,26,13,13,mono
Hymenoptera,Formicidae,Camponotus,variegatus,Camponotus variegatus,,,26,13,13,mono
Hymenoptera,Formicidae,Camponotus,kiusiuensis,Camponotus kiusiuensis,,,28,14,14,mono
Hymenoptera,Formicidae,Camponotus,lateralis,Camponotus lateralis,,,28,14,14,mono
Hymenoptera,Formicidae,Camponotus,ligniperdus,Camponotus ligniperdus,,,28,14,14,mono
Hymenoptera,Formicidae,Camponotus,obscuripes,Camponotus obscuripes,,,28,14,14,mono
Hymenoptera,Formicidae,Camponotus,vagus,Camponotus vagus,,,28,14,14,mono
Hymenoptera,Formicidae,Camponotus,compressus,Camponotus compressus,,,30,15,15,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-11","Camponotus sp, ANIC-11",,,32,16,16,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-5","Camponotus sp, ANIC-5",,,32,16,16,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-8","Camponotus sp, ANIC-8",,,32,16,16,mono
Hymenoptera,Formicidae,Camponotus,foreli,Camponotus foreli,,,34,17,17,mono
Hymenoptera,Formicidae,Camponotus,rufoglaucus ,Camponotus rufoglaucus ,,,36,18,18,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-9","Camponotus sp, ANIC-9",,,36,18,18,mono
Hymenoptera,Formicidae,Camponotus,sp.5,Camponotus sp.5,,,36,18,18,mono
Hymenoptera,Formicidae,Camponotus,cruentatus,Camponotus cruentatus,,,38,19,19,mono
Hymenoptera,Formicidae,Camponotus,festinus,Camponotus festinus,,,38,19,19,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-12","Camponotus sp, ANIC-12",,,38,19,19,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-14","Camponotus sp, ANIC-14",,,38,19,19,mono
Hymenoptera,Formicidae,Camponotus,sp.2,Camponotus sp.2,,,38,19,19,mono
Hymenoptera,Formicidae,Camponotus,sp.4,Camponotus sp.4,,,38,19,19,mono
Hymenoptera,Formicidae,Camponotus,atriceps,Camponotus atriceps,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,balzani,Camponotus balzani,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,bonariensis,Camponotus bonariensis,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,caryae,Camponotus caryae,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,cingulatus,Camponotus cingulatus,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,crassisquamis,Camponotus crassisquamis,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,parius,Camponotus parius,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,punctulatus,Camponotus punctulatus,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,rufipes ,Camponotus rufipes ,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,sericeiventris,Camponotus sericeiventris,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,sp.3,Camponotus sp.3,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,sp.6,Camponotus sp.6,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,sylvaticus,Camponotus sylvaticus,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,thraso,Camponotus thraso,,,40,20,20,mono
Hymenoptera,Formicidae,Camponotus,aethiops,Camponotus aethiops,,,42,21,21,mono
Hymenoptera,Formicidae,Camponotus,alii,Camponotus alii,,,42,21,21,mono
Hymenoptera,Formicidae,Camponotus,femoratus,Camponotus femoratus,,,44,22,22,mono
Hymenoptera,Formicidae,Camponotus,sericeus,Camponotus sericeus,,,44,22,22,mono
Hymenoptera,Formicidae,Camponotus,consobrinus,Camponotus consobrinus,,,46,23,23,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-1","Camponotus sp, ANIC-1",,,46,23,23,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-10","Camponotus sp, ANIC-10",,,46,23,23,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-2","Camponotus sp, ANIC-2",,,46,23,23,mono
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-3","Camponotus sp, ANIC-3",,,48,24,24,mono
Hymenoptera,Formicidae,Camponotus,pilicornis,Camponotus pilicornis,,,50,25,25,mono
Hymenoptera,Formicidae,Camponotus,sp. (impressus group),Camponotus sp. (impressus group),,,52,26,26,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.13,Cardiocondyla sp.13,,,18,9,9,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.14,Cardiocondyla sp.14,,,18,9,9,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.17,Cardiocondyla sp.17,,,20,10,10,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.21,Cardiocondyla sp.21,,,20,10,10,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.11,Cardiocondyla sp.11,,,26,13,13,mono
Hymenoptera,Formicidae,Cardiocondyla,nuda,Cardiocondyla nuda,,,28,14,14,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.15,Cardiocondyla sp.15,,,32,16,16,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.16,Cardiocondyla sp.16,,,34,17,17,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.18,Cardiocondyla sp.18,,,34,17,17,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.19,Cardiocondyla sp.19,,,38,19,19,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.22,Cardiocondyla sp.22,,,38,19,19,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.9,Cardiocondyla sp.9,,,38,19,19,mono
Hymenoptera,Formicidae,Cardiocondyla,sp. (Myrmobrachys),Cardiocondyla sp. (Myrmobrachys),,,40,20,20,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.1,Cardiocondyla sp.1,,,40,20,20,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.10,Cardiocondyla sp.10,,,40,20,20,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.20,Cardiocondyla sp.20,,,40,20,20,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.8,Cardiocondyla sp.8,,,40,20,20,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.7,Cardiocondyla sp.7,,,44,22,22,mono
Hymenoptera,Formicidae,Cardiocondyla,sp.12,Cardiocondyla sp.12,,,52,26,26,mono
Hymenoptera,Formicidae,Carebara,sp.4,Carebara sp.4,,,26,13,13,mono
Hymenoptera,Formicidae,Carebara,sp.3,Carebara sp.3,,,32,16,16,mono
Hymenoptera,Formicidae,Carebara,sp.5,Carebara sp.5,,,34,17,17,mono
Hymenoptera,Formicidae,Carebara,sauteri,Carebara sauteri,,,36,18,18,mono
Hymenoptera,Formicidae,Carebara,sp.1,Carebara sp.1,,,36,18,18,mono
Hymenoptera,Formicidae,Carebara,sp.7,Carebara sp.7,,,36,18,18,mono
Hymenoptera,Formicidae,Carebara,"sp, ANIC-6","Carebara sp, ANIC-6",,,38,19,19,mono
Hymenoptera,Formicidae,Carebara,sp.6,Carebara sp.6,,,42,21,21,mono
Hymenoptera,Formicidae,Carebara,asina,Carebara asina,,,44,22,22,mono
Hymenoptera,Formicidae,Carebara,sp.2,Carebara sp.2,,,44,22,22,mono
Hymenoptera,Formicidae,Carebara,sp.8,Carebara sp.8,,,44,22,22,mono
Hymenoptera,Formicidae,Cataglyphis,bicolor,Cataglyphis bicolor,,,52,26,26,mono
Hymenoptera,Formicidae,Cataglyphis,iberica,Cataglyphis iberica,,,52,26,26,mono
Hymenoptera,Formicidae,Cataglyphis,setipes,Cataglyphis setipes,,,54,27,27,mono
Hymenoptera,Formicidae,Centromyrmex,feae,Centromyrmex feae,,,44,22,22,mono
Hymenoptera,Formicidae,Cerapachys,biroi,Cerapachys biroi,,,28,14,14,mono
Hymenoptera,Formicidae,Cerapachys,brevis,Cerapachys brevis,,,46,23,23,mono
Hymenoptera,Formicidae,Cerapachys,sp.1,Cerapachys sp.1,,,50,25,25,mono
Hymenoptera,Formicidae,Cerapachys,sp.2,Cerapachys sp.2,,,50,25,25,mono
Hymenoptera,Formicidae,Chalepoxenus ,kutteri,Chalepoxenus  kutteri,,,24,12,12,mono
Hymenoptera,Formicidae,Chalepoxenus ,muellerianus,Chalepoxenus  muellerianus,,,24,12,12,mono
Hymenoptera,Formicidae,Colobostruma,sp.1,Colobostruma sp.1,,,20,10,10,mono
Hymenoptera,Formicidae,Colobostruma,alinodis,Colobostruma alinodis,,,22,11,11,mono
Hymenoptera,Formicidae,Colobostruma,"sp, ANIC-1","Colobostruma sp, ANIC-1",,,22,11,11,mono
Hymenoptera,Formicidae,Crematogaster,biroi,Crematogaster biroi,,,24,12,12,mono
Hymenoptera,Formicidae,Crematogaster,"sp, ANIC-1","Crematogaster sp, ANIC-1",,,24,12,12,mono
Hymenoptera,Formicidae,Crematogaster,sp.11,Crematogaster sp.11,,,24,12,12,mono
Hymenoptera,Formicidae,Crematogaster,sp.8,Crematogaster sp.8,,,24,12,12,mono
Hymenoptera,Formicidae,Crematogaster,laboriosa,Crematogaster laboriosa,,,26,13,13,mono
Hymenoptera,Formicidae,Crematogaster,sp.10,Crematogaster sp.10,,,26,13,13,mono
Hymenoptera,Formicidae,Crematogaster,sp.13,Crematogaster sp.13,,,26,13,13,mono
Hymenoptera,Formicidae,Crematogaster,sp.4,Crematogaster sp.4,,,26,13,13,mono
Hymenoptera,Formicidae,Crematogaster,sp.5,Crematogaster sp.5,,,26,13,13,mono
Hymenoptera,Formicidae,Crematogaster,sp.9,Crematogaster sp.9,,,26,13,13,mono
Hymenoptera,Formicidae,Crematogaster,"sp, ANIC-2","Crematogaster sp, ANIC-2",,,28,14,14,mono
Hymenoptera,Formicidae,Crematogaster,brunnea,Crematogaster brunnea,,,36,18,18,mono
Hymenoptera,Formicidae,Crematogaster,sp.6,Crematogaster sp.6,,,36,18,18,mono
Hymenoptera,Formicidae,Crematogaster,sp.7,Crematogaster sp.7,,,36,18,18,mono
Hymenoptera,Formicidae,Crematogaster,subnuda,Crematogaster subnuda,,,36,18,18,mono
Hymenoptera,Formicidae,Crematogaster,sp.1,Crematogaster sp.1,,,40,20,20,mono
