Order,Family,Genus,species,binom,Sexual.System,Karyotype,female2N,male2N,haploid.num,chromosome
Diptera,Bombyliidae,Villa,velutina,Villa velutina,,XY,18,18,9,mono
Diptera,Bombyliidae,Villa,velutina I,Villa velutina I,,XY,18,18,9,mono
Diptera,Bombyliidae,Villa,velutina II,Villa velutina II,,XY,18,18,9,mono
Diptera,Calliphoridae,Albuquerquea,latifrons,Albuquerquea latifrons,,XY,12,12,6,mono
Diptera,Calliphoridae,Amenia,chrysame,Amenia chrysame,,XY,12,12,6,mono
Diptera,Calliphoridae,Anthracomyza,atratula,Anthracomyza atratula,,XY,12,12,6,mono
Diptera,Calliphoridae,Bengalia,inermis,Bengalia inermis,,XY,12,12,6,mono
Diptera,Calliphoridae,Bengalia,lyneborgi,Bengalia lyneborgi,,XY,12,12,6,mono
Diptera,Calliphoridae,Blepharicnema,splendens,Blepharicnema splendens,,XY,12,12,6,mono
Diptera,Calliphoridae,Boreellus,atriceps,Boreellus atriceps,,XY,12,12,6,mono
Diptera,Calliphoridae,Bufolucilia,silvarum,Bufolucilia silvarum,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,accepta,Calliphora accepta,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,bomitoria,Calliphora bomitoria,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,croceipalpis I,Calliphora croceipalpis I,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,croceipalpis II,Calliphora croceipalpis II,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,erythrocephala,Calliphora erythrocephala,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,erythrocephala,Calliphora erythrocephala,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,fallax,Calliphora fallax,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,fulviceps,Calliphora fulviceps,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,fulvicoxa,Calliphora fulvicoxa,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,hilli,Calliphora hilli,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,lilaea,Calliphora lilaea,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,peruviana,Calliphora peruviana,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,plebeia,Calliphora plebeia,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,sternalis,Calliphora sternalis,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,stygia,Calliphora stygia,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,tibialis,Calliphora tibialis,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,varifrons,Calliphora varifrons,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vicina,Calliphora vicina,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vicina,Calliphora vicina,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vicina I,Calliphora vicina I,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vicina II,Calliphora vicina II,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,viridenscens,Calliphora viridenscens,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,viridescens,Calliphora viridescens,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vomitoria,Calliphora vomitoria,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vomitoria,Calliphora vomitoria,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vomitoria I,Calliphora vomitoria I,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vomitoria II,Calliphora vomitoria II,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora,vomitoria III,Calliphora vomitoria III,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora ,viridescens ,Calliphora  viridescens ,,XY,12,12,6,mono
Diptera,Calliphoridae,Calliphora ,vomitoria ,Calliphora  vomitoria ,,XY,12,12,6,mono
Diptera,Calliphoridae,Callitroga,hominivorax,Callitroga hominivorax,,XY,12,12,6,mono
Diptera,Calliphoridae,Callitroga,hominivorax,Callitroga hominivorax,,XY,12,12,6,mono
Diptera,Calliphoridae,Callitroga,macellaria,Callitroga macellaria,,XY,12,12,6,mono
Diptera,Calliphoridae,Callitroga,mocellaria,Callitroga mocellaria,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomia,albiceps,Chrysomia albiceps,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomia,cholorpyga,Chrysomia cholorpyga,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomia,putoria,Chrysomia putoria,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,albiceps,Chrysomya albiceps,,homomorphic,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,marginalis,Chrysomya marginalis,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,megacephala,Chrysomya megacephala,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,phaonis,Chrysomya phaonis,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,pinguis,Chrysomya pinguis,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,putoria,Chrysomya putoria,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,rufifacies,Chrysomya rufifacies,,homomorphic,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,saffraneta,Chrysomya saffraneta,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomya,varipes,Chrysomya varipes,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,albiceps,Chrysomyia albiceps,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,chloropyga I,Chrysomyia chloropyga I,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,chloropyga II,Chrysomyia chloropyga II,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,megacephala,Chrysomyia megacephala,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,megacephala,Chrysomyia megacephala,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,pachymera,Chrysomyia pachymera,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,putoria I,Chrysomyia putoria I,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,putoria II,Chrysomyia putoria II,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,rufifacies,Chrysomyia rufifacies,,XY,12,12,6,mono
Diptera,Calliphoridae,Chrysomyia,rufifacies,Chrysomyia rufifacies,,XY,12,12,6,mono
Diptera,Calliphoridae,Cochliomyia,hominivorax,Cochliomyia hominivorax,,XY,12,12,6,mono
Diptera,Calliphoridae,Cochliomyia,macellaria I,Cochliomyia macellaria I,,XY,12,12,6,mono
Diptera,Calliphoridae,Cochliomyia,macellaria II,Cochliomyia macellaria II,,XY,12,12,6,mono
Diptera,Calliphoridae,Cosmina,testaceipes,Cosmina testaceipes,,XY,12,12,6,mono
Diptera,Calliphoridae,Cynomya,cadaverina,Cynomya cadaverina,,XY,12,12,6,mono
Diptera,Calliphoridae,Cynomya,mortuorum I,Cynomya mortuorum I,,XY,12,12,6,mono
Diptera,Calliphoridae,Cynomya,mortuorum II,Cynomya mortuorum II,,XY,12,12,6,mono
Diptera,Calliphoridae,Cynomya,mortuorum III,Cynomya mortuorum III,,XY,12,12,6,mono
Diptera,Calliphoridae,Cynomyia,mortyorum,Cynomyia mortyorum,,XY,12,12,6,mono
Diptera,Calliphoridae,Cynomyopsis,cadaverina,Cynomyopsis cadaverina,,XY,12,12,6,mono
Diptera,Calliphoridae,Cynomyopsis,cadaverina,Cynomyopsis cadaverina,,,12,12,6,mono
Diptera,Calliphoridae,Discritomyia,fasciata,Discritomyia fasciata,,XY,12,12,6,mono
Diptera,Calliphoridae,Discritomyia,fulgens,Discritomyia fulgens,,XY,12,12,6,mono
Diptera,Calliphoridae,Discritomyia,new species,Discritomyia new species,,XY,12,12,6,mono
Diptera,Calliphoridae,Discritomyia,terryi,Discritomyia terryi,,XY,12,12,6,mono
Diptera,Calliphoridae,Eucalliphora,lilaea,Eucalliphora lilaea,,XY,12,12,6,mono
Diptera,Calliphoridae,Eucalliphora,lilaea,Eucalliphora lilaea,,XY,12,12,6,mono
Diptera,Calliphoridae,Euphumosia,setigera,Euphumosia setigera,,XY,12,12,6,mono
Diptera,Calliphoridae,Eurhyncomyia,anterotes,Eurhyncomyia anterotes,,XY,12,12,6,mono
Diptera,Calliphoridae,Hemilucilia ,sp,Hemilucilia  sp,,XY|homomorphic,12,12,6,mono
Diptera,Calliphoridae,Hemilucilia ,sp,Hemilucilia  sp,,XY|homomorphic,12,12,6,mono
Diptera,Calliphoridae,Hemilucilia ,sp,Hemilucilia  sp,,XY|homomorphic,12,12,6,mono
Diptera,Calliphoridae,Hemipyrellia,brunneipes,Hemipyrellia brunneipes,,XY,12,12,6,mono
Diptera,Calliphoridae,Hemipyrellia,fernandica,Hemipyrellia fernandica,,complex XY,12,12,6,mono
Diptera,Calliphoridae,Hemipyrellia,ligurriens,Hemipyrellia ligurriens,,XY,12,12,6,mono
Diptera,Calliphoridae,Hemipyrellia,taeniops,Hemipyrellia taeniops,,XY,12,12,6,mono
Diptera,Calliphoridae,Hemipyrellia,tagaliana,Hemipyrellia tagaliana,,XY,12,12,6,mono
Diptera,Calliphoridae,Huascaromusca,nigrifrons,Huascaromusca nigrifrons,,XY,12,12,6,mono
Diptera,Calliphoridae,Isomyia,connivens,Isomyia connivens,,XY,12,12,6,mono
Diptera,Calliphoridae,Isomyia,prasina,Isomyia prasina,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia,ampullacea,Lucilia ampullacea,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia,caesar,Lucilia caesar,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia,cuprina,Lucilia cuprina,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia,illustris,Lucilia illustris,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia,porphyrina,Lucilia porphyrina,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia,sericata,Lucilia sericata,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia ,caesar,Lucilia  caesar,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia ,caesar ,Lucilia  caesar ,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia ,cuprina,Lucilia  cuprina,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia ,illustria,Lucilia  illustria,,XY,12,12,6,mono
Diptera,Calliphoridae,Lucilia ,sericata,Lucilia  sericata,,XY,12,12,6,mono
Diptera,Calliphoridae,Melinda,biseta,Melinda biseta,,XY,12,12,6,mono
Diptera,Calliphoridae,Melinda,sp,Melinda sp,,XY,12,12,6,mono
Diptera,Calliphoridae,Mesembrinella,peregrina I,Mesembrinella peregrina I,,XY,12,12,6,mono
Diptera,Calliphoridae,Mesembrinella,peregrina II,Mesembrinella peregrina II,,XY,12,12,6,mono
Diptera,Calliphoridae,Metallea,cuprea,Metallea cuprea,,XY,12,12,6,mono
Diptera,Calliphoridae,Metallea,puncticeps,Metallea puncticeps,,XY,12,12,6,mono
Diptera,Calliphoridae,Microcalliphora ,varipes ,Microcalliphora  varipes ,,XY,12,12,6,mono
Diptera,Calliphoridae,Paralucilia,fulvicrura,Paralucilia fulvicrura,,XY,12,12,6,mono
Diptera,Calliphoridae,Paralucilia,wheeleri,Paralucilia wheeleri,,XY,12,12,6,mono
Diptera,Calliphoridae,Paratricyclea,surcoufi,Paratricyclea surcoufi,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia,caeruleiviridis,Phaenicia caeruleiviridis,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia,coernleiviridis,Phaenicia coernleiviridis,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia,cuprina,Phaenicia cuprina,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia,eximia,Phaenicia eximia,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia,eximia,Phaenicia eximia,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia,sericata,Phaenicia sericata,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia ,caeruleiviridis ,Phaenicia  caeruleiviridis ,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia ,eximia,Phaenicia  eximia,,XY,12,12,6,mono
Diptera,Calliphoridae,Phaenicia ,sericata,Phaenicia  sericata,,XY,12,12,6,mono
Diptera,Calliphoridae,Phormia,regina,Phormia regina,,XY,12,12,6,mono
Diptera,Calliphoridae,Phormia,regina,Phormia regina,,XY,12,12,6,mono
Diptera,Calliphoridae,Phormia,terraenovae,Phormia terraenovae,,XY,12,12,6,mono
Diptera,Calliphoridae,Phormia ,regina ,Phormia  regina ,,XY,12,12,6,mono
Diptera,Calliphoridae,Phormia ,terrae-novae,Phormia  terrae-novae,,XY,12,12,6,mono
Diptera,Calliphoridae,Phumosia,promittens,Phumosia promittens,,XY,12,12,6,mono
Diptera,Calliphoridae,Pollenia,nigripes,Pollenia nigripes,,XY,12,12,6,mono
Diptera,Calliphoridae,Pollenia,rudis,Pollenia rudis,,XY,12,12,6,mono
Diptera,Calliphoridae,Pollenia,rudis I,Pollenia rudis I,,XY,12,12,6,mono
Diptera,Calliphoridae,Pollenia,rudis II,Pollenia rudis II,,XY,12,12,6,mono
Diptera,Calliphoridae,Pollenia,rudis III,Pollenia rudis III,,XY,12,12,6,mono
Diptera,Calliphoridae,Pollenia ,rudis,Pollenia  rudis,,,12,12,6,mono
Diptera,Calliphoridae,Polleniopsis,hokurikuensis,Polleniopsis hokurikuensis,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,aenea,Protocalliphora aenea,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,aenea,Protocalliphora aenea,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,avium,Protocalliphora avium,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,avium,Protocalliphora avium,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,hirundo,Protocalliphora hirundo,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,hirundo ,Protocalliphora hirundo ,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,metallica,Protocalliphora metallica,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,metallica,Protocalliphora metallica,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,sialia,Protocalliphora sialia,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora,sialia,Protocalliphora sialia,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora ,hirundo,Protocalliphora  hirundo,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora ,sialia,Protocalliphora  sialia,,XY,12,12,6,mono
Diptera,Calliphoridae,Protocalliphora ,sp,Protocalliphora  sp,,XY,12,12,6,mono
Diptera,Calliphoridae,Protophormia,terraenovae,Protophormia terraenovae,,XY,12,12,6,mono
Diptera,Calliphoridae,Protophormia,terraenovae,Protophormia terraenovae,,XY,12,12,6,mono
Diptera,Calliphoridae,Protophormia,terraenovae,Protophormia terraenovae,,XY,12,12,6,mono
Diptera,Calliphoridae,Protophormia,terraenovae I,Protophormia terraenovae I,,XY,12,12,6,mono
Diptera,Calliphoridae,Protophormia,terraenovae II,Protophormia terraenovae II,,XY,12,12,6,mono
Diptera,Calliphoridae,Rhinia,apicalis,Rhinia apicalis,,XY,12,12,6,mono
Diptera,Calliphoridae,Rhinia,discolor,Rhinia discolor,,XY,12,12,6,mono
Diptera,Calliphoridae,Rhinia,subapicalis,Rhinia subapicalis,,XY,12,12,6,mono
Diptera,Calliphoridae,Rhyncomyia,italica,Rhyncomyia italica,,XY,12,12,6,mono
Diptera,Calliphoridae,Rhyncomyia,stannocuprea,Rhyncomyia stannocuprea,,XY,12,12,6,mono
Diptera,Calliphoridae,Sarconesiopsis,chilensis,Sarconesiopsis chilensis,,XY,12,12,6,mono
Diptera,Calliphoridae,Sphenometrops,tergata,Sphenometrops tergata,,XY,12,12,6,mono
Diptera,Calliphoridae,Stomorhina,armatipes,Stomorhina armatipes,,XY,12,12,6,mono
Diptera,Calliphoridae,Stomorhina,lunata,Stomorhina lunata,,XY,12,12,6,mono
Diptera,Calliphoridae,Stomorhina,obsoleta,Stomorhina obsoleta,,XY,12,12,6,mono
Diptera,Cecidomyiidae,Asphondylia,monacha,Asphondylia monacha,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Asteromyia,rubra,Asteromyia rubra,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Caryomyia,sp,Caryomyia sp,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Cecidomyia,serotinae,Cecidomyia serotinae,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Cecidomyia,sp.,Cecidomyia sp.,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Cecidomyia,vicola,Cecidomyia vicola,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Dasyneura,affinis,Dasyneura affinis,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Lasioptera,asterspinosae,Lasioptera asterspinosae,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Lestodiplosis,sp,Lestodiplosis sp,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Miastor,americana,Miastor americana,,XO,12,11,6,mono
Diptera,Cecidomyiidae,Monarthropalpus,buxi,Monarthropalpus buxi,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Oligotrphus,pattersoni,Oligotrphus pattersoni,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Ontarinia,canadensis,Ontarinia canadensis,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Phytophaga,celtiphyllia,Phytophaga celtiphyllia,,XO,12,,6,mono
Diptera,Cecidomyiidae,Rhopalomyia,sabinae,Rhopalomyia sabinae,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Taxomyia,taxi,Taxomyia taxi,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Trishormomyia,helianthi,Trishormomyia helianthi,,XO,8,7,4,mono
Diptera,Cecidomyiidae,Walshomyia,texana,Walshomyia texana,,XO,8,7,4,mono
Diptera,Chamaemyiidae,Cremifania,nigrocellulata,Cremifania nigrocellulata,,XY|homomorphic,6,6,3,mono
Diptera,Chamaemyiidae,Cremifania,nigrocellulata,Cremifania nigrocellulata,,XY,6,6,3,mono
Diptera,Chamaemyiidae,Leucopis,obscura,Leucopis obscura,,,10,10,5,mono
Diptera,Chamaemyiidae,Leucopmyia,obscura,Leucopmyia obscura,,,10,10,5,mono
Diptera,Chironomidae,Chironimus,plumosus,Chironimus plumosus,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Chironomus,sp.,Chironomus sp.,,homomorphic,6,6,3,mono
Diptera,Chironomidae,Chironomus,alluaudi ,Chironomus alluaudi ,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Chironomus,alpestris,Chironomus alpestris,,,8,8,4,mono
Diptera,Chironomidae,Chironomus,bathophilus,Chironomus bathophilus,,,8,8,4,mono
Diptera,Chironomidae,Chironomus,confinis,Chironomus confinis,,,8,8,4,mono
Diptera,Chironomidae,Chironomus,dorsalis,Chironomus dorsalis,,,8,8,4,mono
Diptera,Chironomidae,Chironomus,formosipennis ,Chironomus formosipennis ,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Chironomus,plumosus,Chironomus plumosus,,,8,8,4,mono
Diptera,Chironomidae,Chironomus,pulcher,Chironomus pulcher,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Chironomus,riparius,Chironomus riparius,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Chironomus,riperiua,Chironomus riperiua,,,8,8,4,mono
Diptera,Chironomidae,Chironomus,sp,Chironomus sp,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Chironomus,sp.,Chironomus sp.,,,8,8,4,mono
Diptera,Chironomidae,Chironomus,sp.,Chironomus sp.,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Chironomus,thummi,Chironomus thummi,,,8,8,4,mono
Diptera,Chironomidae,Chironomus,transvaalensis ,Chironomus transvaalensis ,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Cryptochironomus,defectus,Cryptochironomus defectus,,,6,6,3,mono
Diptera,Chironomidae,Endochironomus,sp,Endochironomus sp,,,8,8,4,mono
Diptera,Chironomidae,Glyptotendipes,sp,Glyptotendipes sp,,,6,6,3,mono
Diptera,Chironomidae,Glyptotendipes,barbipes,Glyptotendipes barbipes,,homomorphic,8,8,4,mono
Diptera,Chironomidae,Glyptotendipes,polytomus,Glyptotendipes polytomus,,,8,8,4,mono
Diptera,Chironomidae,Glyptotendipes,sp,Glyptotendipes sp,,,8,8,4,mono
Diptera,Chironomidae,Micropsectra,praecox,Micropsectra praecox,,,8,8,4,mono
Diptera,Chironomidae,Microtendipes,pedellus,Microtendipes pedellus,,,8,8,4,mono
Diptera,Chironomidae,Sergentia,profundorum,Sergentia profundorum,,,6,6,3,mono
Diptera,Chironomidae,Stictochironomus,histrio,Stictochironomus histrio,,,8,8,4,mono
Diptera,Culicidae,Aedes,albopictus,Aedes albopictus,,homomorphic,6,6,3,mono
Diptera,Culicidae,Aedes,canadensis,Aedes canadensis,,homomorphic,6,6,3,mono
Diptera,Culicidae,Aedes,japonicus,Aedes japonicus,,homomorphic,6,6,3,mono
Diptera,Culicidae,Aedes,koreicus,Aedes koreicus,,homomorphic,6,6,3,mono
Diptera,Culicidae,Aedes,togoi,Aedes togoi,,homomorphic,6,6,3,mono
Diptera,Culicidae,Aedes,triseriatus,Aedes triseriatus,,homomorphic,6,6,3,mono
Diptera,Culicidae,Anopheles,agrgyritarsus,Anopheles agrgyritarsus,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,albimanus,Anopheles albimanus,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,aquasalis,Anopheles aquasalis,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,aztecus,Anopheles aztecus,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,claviger,Anopheles claviger,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,darlingi,Anopheles darlingi,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,freeborni,Anopheles freeborni,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,gambiae ,Anopheles gambiae ,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,maculipennis,Anopheles maculipennis,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,noroestensis,Anopheles noroestensis,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,occidentalis,Anopheles occidentalis,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,pseudopunctipennis,Anopheles pseudopunctipennis,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,punctipennis,Anopheles punctipennis,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,punctipennis,Anopheles punctipennis,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,quadrimaculatus,Anopheles quadrimaculatus,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,sp,Anopheles sp,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,stephensi,Anopheles stephensi,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,strodei,Anopheles strodei,,XY,6,6,3,mono
Diptera,Culicidae,Anopheles,strodei,Anopheles strodei,,XY,6,6,3,mono
Diptera,Culicidae,Armigeres,obturbans,Armigeres obturbans,,,6,6,3,mono
Diptera,Culicidae,Chaoborus,plumicornis,Chaoborus plumicornis,,,8,8,4,mono
Diptera,Culicidae,Corethra,plumicornis,Corethra plumicornis,,,6,6,3,mono
Diptera,Culicidae,Culex,hayashii,Culex hayashii,,homomorphic,6,6,3,mono
Diptera,Culicidae,Culex,pipiens,Culex pipiens,,homomorphic,6,6,3,mono
Diptera,Culicidae,Culex,spicalis,Culex spicalis,,homomorphic,6,6,3,mono
Diptera,Culicidae,Culex,tarsalis,Culex tarsalis,,homomorphic,6,6,3,mono
Diptera,Culicidae,Culex,territans,Culex territans,,homomorphic,6,6,3,mono
Diptera,Culicidae,Culex,tritaeniorhynchus,Culex tritaeniorhynchus,,homomorphic,6,6,3,mono
Diptera,Culicidae,Culex,pipiens,Culex pipiens,,,12,12,6,mono
Diptera,Culicidae,Lutzia,fuscana,Lutzia fuscana,,homomorphic,6,6,3,mono
Diptera,Culicidae,Mochlonyx,sp,Mochlonyx sp,,XY,8,8,4,mono
Diptera,Culicidae,Theobaldia,incidens,Theobaldia incidens,,homomorphic,6,6,3,mono
Diptera,Cuterebridae,Cuterebra,emasculator,Cuterebra emasculator,,XY,12,12,6,mono
Diptera,Cuterebridae,Cuterebra ,emasculator ,Cuterebra  emasculator ,,XY,12,12,6,mono
Diptera,Cylindrotomidae,Phalacrocera,replicata,Phalacrocera replicata,,XY,10,10,5,mono
Diptera,Diopsidae,Sphyracephala ,brevicornis,Sphyracephala  brevicornis,,XY,10,10,5,mono
Diptera,Drosophilidae,Acletoxenus,formosus,Acletoxenus formosus,gonochorous,XY,12,12,6,mono
Diptera,Drosophilidae,Cacoxenus,indagator,Cacoxenus indagator,gonochorous,XY,8,8,4,mono
Diptera,Drosophilidae,Chymomyza,aldrichi,Chymomyza aldrichi,gonochorous,XY,8,8,4,mono
Diptera,Drosophilidae,Chymomyza,amoena,Chymomyza amoena,gonochorous,XY,8,8,4,mono
Diptera,Drosophilidae,Chymomyza,costata,Chymomyza costata,gonochorous,XY,8,8,4,mono
Diptera,Drosophilidae,Chymomyza,coxata,Chymomyza coxata,gonochorous,XY,8,8,4,mono
Diptera,Drosophilidae,Chymomyza,procnemis,Chymomyza procnemis,gonochorous,XY,8,8,4,mono
Diptera,Drosophilidae,Chymomyza,wirthii,Chymomyza wirthii,gonochorous,XY,8,8,4,mono
Diptera,Drosophilidae,Cladochaeta,nebulosa,Cladochaeta nebulosa,gonochorous,XY,8,8,4,mono
Diptera,Drosophilidae,Dettopsomyia,nigrovittata,Dettopsomyia nigrovittata,gonochorous,XY,10,10,5,mono
Diptera,Drosophilidae,Drosophila,albomicans,Drosophila albomicans,gonochorous,XY,6,6,3,mono
Diptera,Drosophilidae,Drosophila,alpina,Drosophila alpina,gonochorous,XY,6,6,3,mono
Diptera,Drosophilidae,Drosophila,annulipes,Drosophila annulipes,gonochorous,XY,6,6,3,mono
